entity_id,entity_type,department,geo_location,device_id,device_fingerprint,auth_method,normal_login_start,normal_login_end,normal_session_duration,normal_failed_login_attempts,normal_resources
U0209,user,Sales,Hyderabad,D0179,Windows 10_Edge_db537baf,MFA,10,12,94,0,"CRM,VPN,Internal Server,GitHub"
U0210,user,HR,Mumbai,D0535,Ubuntu 22.04_Brave_60ce2f4d,MFA,10,12,117,0,"VPN,CRM,Database,Internal Server"
U0211,service_account,Support,Chennai,D0358,Windows 11_Edge_19f50cdb,Biometric,10,12,149,1,"Database,GitHub,Internal Server"
U0212,user,HR,Hyderabad,D0650,macOS Sonoma_Edge_9c54992c,Biometric,9,11,131,0,"Internal Server,Database,Jira,CRM"
U0213,user,Engineering,Hyderabad,D0292,Windows 11_Edge_521d5eca,Biometric,8,10,76,0,"Confluence,Jira"
U0214,user,Engineering,Pune,D0421,Windows 10_Firefox_21521f11,Biometric,9,11,99,0,"Internal Server,HR Portal,Confluence"
U0215,user,IT,Bangalore,D0178,Windows 11_Brave_c6e88f49,Biometric,10,12,175,0,"Confluence,Finance DB,VPN"
U0216,user,Marketing,Bangalore,D0457,Windows 11_Brave_7ede9789,MFA,8,10,162,0,"Confluence,Internal Server,Email,GitHub"
U0217,user,Marketing,Mumbai,D0445,macOS Sonoma_Chrome_1f906005,Biometric,8,10,180,1,"Database,VPN,Finance DB,GitHub"
U0218,user,HR,Pune,D0084,macOS Sonoma_Brave_78de0fed,Biometric,9,11,77,0,"Confluence,VPN"
U0219,user,Engineering,Chennai,D0454,Windows 11_Chrome_7dadfcdf,Password,9,11,160,0,"Jira,Internal Server,Email"
U0220,user,Engineering,Pune,D0355,Windows 11_Chrome_883a732a,Biometric,9,11,105,1,"Database,HR Portal"
U0221,user,Sales,Chennai,D0537,Windows 11_Edge_addf42b4,Biometric,9,11,119,0,"CRM,Jira,HR Portal,Database"
U0222,user,Engineering,Bangalore,D0577,Ubuntu 22.04_Brave_4663d239,Biometric,10,12,100,0,"GitHub,Internal Server"
U0223,user,Engineering,Hyderabad,D0080,Windows 10_Brave_b14eca4a,Password,10,12,104,0,"Internal Server,Finance DB,GitHub,Jira"
U0224,user,Sales,Bangalore,D0024,Ubuntu 22.04_Chrome_6d146491,Biometric,9,11,122,0,"Finance DB,CRM,Jira,Email"
U0225,service_account,Marketing,Chennai,D0016,Ubuntu 22.04_Chrome_841f3526,MFA,9,11,104,0,"VPN,GitHub,Finance DB"
U0226,user,Marketing,Pune,D0382,Windows 11_Firefox_2b435023,Biometric,9,11,139,0,"Internal Server,VPN,GitHub"
U0227,user,HR,Mumbai,D0293,macOS Sonoma_Edge_4af96137,Password,10,12,136,0,"Confluence,VPN,GitHub,Finance DB"
U0228,user,Support,Pune,D0276,Windows 11_Edge_95ef7a01,Biometric,10,12,118,0,"Finance DB,CRM"
U0229,user,Finance,Bangalore,D0655,macOS Sonoma_Brave_11264ecf,MFA,8,10,72,0,"Finance DB,Jira,GitHub,Database"
U0230,user,Finance,Hyderabad,D0315,Windows 10_Chrome_42e8c268,Biometric,10,12,148,0,"Database,Internal Server,Email,Jira"
U0231,edge_device,Sales,Hyderabad,D0611,Windows 10_Edge_60194d70,Biometric,8,10,93,0,"Database,Email,GitHub,Internal Server"
U0232,user,Engineering,Chennai,D0138,Windows 10_Chrome_ec9a65b9,MFA,8,10,136,0,"Database,Email,Confluence"
U0233,user,Sales,Pune,D0487,Windows 11_Brave_c0f2eed7,MFA,10,12,112,1,"GitHub,Internal Server,VPN"
U0234,user,HR,Bangalore,D0572,Windows 11_Firefox_d7a83032,Biometric,9,11,114,0,"Internal Server,Database,Confluence"
U0235,user,Support,Hyderabad,D0034,macOS Sonoma_Brave_9c678c74,Biometric,10,12,86,0,"Email,CRM,Finance DB,VPN"
U0236,user,Sales,Hyderabad,D0589,Windows 10_Edge_06bac24a,Password,8,10,166,1,"Confluence,CRM"
U0237,user,Support,Mumbai,D0258,Ubuntu 22.04_Brave_c74d9d28,MFA,9,11,156,0,"Email,Jira"
U0238,user,Marketing,Chennai,D0010,macOS Sonoma_Edge_d10e59fe,Biometric,8,10,153,0,"GitHub,Finance DB,Confluence"
U0239,user,Finance,Chennai,D0023,Ubuntu 22.04_Chrome_f6226083,MFA,10,12,99,1,"HR Portal,GitHub"
U0240,user,HR,Bangalore,D0545,Windows 10_Chrome_a0fd3b0a,MFA,8,10,64,0,"Finance DB,CRM,GitHub"
U0241,user,Sales,Bangalore,D0222,macOS Sonoma_Chrome_6e4f0dbc,Password,10,12,87,0,"Email,CRM,Jira,HR Portal"
U0242,user,Support,Hyderabad,D0405,Windows 11_Brave_0a038799,Biometric,8,10,81,1,"Internal Server,Finance DB,Confluence"
U0243,user,Support,Hyderabad,D0686,Windows 11_Chrome_bdef61e9,MFA,10,12,66,0,"VPN,Confluence,Internal Server"
U0244,user,HR,Mumbai,D0335,macOS Sonoma_Brave_e0a7b0f8,MFA,9,11,164,1,"Confluence,CRM,Finance DB,VPN"
U0245,user,HR,Mumbai,D0085,Windows 10_Firefox_bd685ee0,Biometric,10,12,84,0,"Email,VPN"
U0246,user,IT,Chennai,D0336,Ubuntu 22.04_Brave_bc5ad24e,Biometric,8,10,91,1,"HR Portal,VPN"
U0247,user,Support,Mumbai,D0248,Ubuntu 22.04_Edge_e9a95ebe,Biometric,8,10,153,0,"GitHub,Finance DB"
U0248,user,HR,Mumbai,D0584,Ubuntu 22.04_Chrome_89417ca1,Password,9,11,77,1,"CRM,Confluence"
U0249,user,IT,Mumbai,D0622,Windows 11_Brave_c385efd5,MFA,8,10,162,1,"CRM,Email,GitHub"
U0250,user,Engineering,Mumbai,D0204,Ubuntu 22.04_Brave_2813e38c,Biometric,10,12,151,0,"Finance DB,Confluence"
U0251,user,Finance,Pune,D0197,Windows 11_Firefox_4ab35604,Biometric,9,11,133,1,"CRM,Confluence"
U0252,user,Sales,Hyderabad,D0683,Ubuntu 22.04_Brave_f75f1227,Biometric,8,10,108,1,"Email,Finance DB"
U0253,edge_device,HR,Pune,D0328,Windows 10_Chrome_1e67c2a1,Biometric,10,12,174,1,"VPN,Database,Finance DB,Jira"
U0254,user,Marketing,Bangalore,D0400,Windows 11_Firefox_e7b6d768,MFA,10,12,171,0,"Internal Server,VPN"
U0255,user,Engineering,Chennai,D0094,Ubuntu 22.04_Edge_a095a01a,Password,9,11,65,0,"HR Portal,Internal Server,Confluence"
U0256,user,HR,Chennai,D0576,Windows 11_Chrome_d7704102,Biometric,9,11,158,0,"CRM,Jira,Internal Server"
U0257,user,HR,Mumbai,D0295,macOS Sonoma_Chrome_5904a6ce,MFA,10,12,175,0,"GitHub,Confluence"
U0258,user,Marketing,Hyderabad,D0266,Windows 10_Firefox_c1a66e49,Password,8,10,70,0,"VPN,Jira"
U0259,user,Sales,Bangalore,D0376,macOS Sonoma_Brave_6e3ae177,Biometric,10,12,103,1,"Confluence,Internal Server,HR Portal,Jira"
U0260,user,Finance,Bangalore,D0185,macOS Sonoma_Chrome_0f4863c7,MFA,10,12,102,0,"Database,HR Portal,CRM,Internal Server"
U0261,edge_device,Marketing,Mumbai,D0685,macOS Sonoma_Edge_1ed0a517,Biometric,8,10,150,0,"GitHub,CRM,Finance DB"
U0262,edge_device,Marketing,Chennai,D0514,Windows 11_Edge_cf2bcea4,MFA,9,11,65,0,"GitHub,Email,Internal Server,VPN"
U0263,edge_device,HR,Chennai,D0154,Windows 10_Brave_4c2f38f7,MFA,9,11,156,0,"HR Portal,GitHub,Confluence,VPN"
U0264,user,HR,Chennai,D0076,Windows 11_Chrome_c448ae64,Password,9,11,134,0,"Email,Jira,GitHub,Internal Server"
U0265,user,Support,Hyderabad,D0333,Windows 10_Edge_1b341412,Biometric,9,11,61,1,"Email,Confluence"
U0266,user,Engineering,Pune,D0069,Ubuntu 22.04_Firefox_0e3d6eca,Password,9,11,173,1,"HR Portal,Jira,Finance DB"
U0267,user,HR,Hyderabad,D0617,macOS Sonoma_Firefox_ad065275,MFA,9,11,118,1,"VPN,CRM,HR Portal,Internal Server"
U0268,user,Support,Bangalore,D0189,Windows 10_Brave_2ec6b645,Biometric,10,12,156,0,"Email,Finance DB,Confluence,VPN"
U0269,user,Finance,Bangalore,D0237,macOS Sonoma_Brave_36966719,MFA,9,11,149,0,"VPN,HR Portal,Database,Internal Server"
U0270,user,Finance,Hyderabad,D0089,Windows 11_Firefox_07f00d0e,Biometric,8,10,149,0,"GitHub,VPN,Confluence,HR Portal"
U0271,user,Marketing,Pune,D0592,Ubuntu 22.04_Edge_2392889b,Biometric,9,11,135,0,"Internal Server,HR Portal,GitHub,CRM"
U0272,user,Support,Pune,D0118,Ubuntu 22.04_Brave_1fc2c0d5,Password,10,12,162,1,"Confluence,CRM"
U0273,user,Engineering,Bangalore,D0126,Ubuntu 22.04_Chrome_734a8efb,Password,10,12,145,0,"HR Portal,Internal Server"
U0274,user,Finance,Mumbai,D0573,Windows 10_Edge_20d426a6,Password,8,10,166,0,"Database,GitHub"
U0275,user,Engineering,Mumbai,D0239,macOS Sonoma_Brave_572fe103,Biometric,10,12,137,1,"CRM,Finance DB"
U0276,user,Sales,Bangalore,D0001,Windows 11_Brave_fc470120,Biometric,8,10,105,0,"GitHub,CRM,Internal Server,Jira"
U0277,service_account,Sales,Bangalore,D0693,Windows 11_Chrome_8c13a76c,MFA,9,11,146,0,"Finance DB,Jira,CRM"
U0278,user,Engineering,Pune,D0532,Windows 10_Brave_31e69c0e,Password,10,12,84,0,"Internal Server,Jira"
U0279,edge_device,IT,Hyderabad,D0478,Windows 10_Firefox_6c2c5656,Password,10,12,107,0,"CRM,Database,Internal Server"
U0280,user,Sales,Chennai,D0610,Windows 11_Firefox_1e6b28ad,Biometric,9,11,117,0,"CRM,Jira"
U0281,user,HR,Bangalore,D0279,Windows 10_Edge_410931f0,MFA,10,12,160,0,"GitHub,Jira,Internal Server"
U0282,user,Engineering,Bangalore,D0117,macOS Sonoma_Edge_53713ba6,Biometric,8,10,130,1,"Confluence,Internal Server"
U0283,user,IT,Hyderabad,D0229,Windows 11_Edge_1723191b,Biometric,8,10,158,0,"Email,Database"
U0284,user,Sales,Bangalore,D0699,macOS Sonoma_Firefox_51feacf9,MFA,9,11,169,0,"VPN,Confluence,Jira,Email"
U0285,user,Sales,Hyderabad,D0320,macOS Sonoma_Brave_3683f086,Biometric,9,11,105,0,"Finance DB,VPN,Jira,Confluence"
U0286,user,Engineering,Pune,D0275,Windows 10_Edge_4a66cafa,Password,8,10,67,1,"GitHub,Email"
U0287,user,HR,Pune,D0494,Ubuntu 22.04_Brave_80421521,Password,10,12,87,1,"Internal Server,Database,Email,VPN"
U0288,user,Marketing,Chennai,D0145,macOS Sonoma_Firefox_27f8a490,Biometric,10,12,115,1,"Internal Server,HR Portal,GitHub"
U0289,user,HR,Chennai,D0383,Ubuntu 22.04_Edge_7f477819,MFA,10,12,156,0,"VPN,Confluence,Email,Internal Server"
U0290,user,Finance,Pune,D0427,macOS Sonoma_Chrome_4fea5c9b,MFA,9,11,126,0,"Database,Confluence,VPN,Finance DB"
U0291,user,Marketing,Pune,D0633,Ubuntu 22.04_Chrome_339281cc,MFA,8,10,75,1,"Confluence,Finance DB,Internal Server,GitHub"
U0292,user,Sales,Hyderabad,D0502,Windows 11_Firefox_35a1697b,MFA,9,11,110,0,"VPN,GitHub,HR Portal,Finance DB"
U0293,user,Engineering,Chennai,D0269,Windows 11_Firefox_08b75f2a,Password,9,11,145,0,"HR Portal,Database,Jira,GitHub"
U0294,user,Marketing,Pune,D0466,Windows 10_Firefox_6a34e4a0,Password,10,12,62,0,"Internal Server,Confluence,GitHub"
U0295,user,Support,Mumbai,D0047,Windows 10_Firefox_16264891,MFA,8,10,88,0,"GitHub,Internal Server,CRM,Email"
U0296,user,Sales,Mumbai,D0262,Windows 10_Chrome_978b1c3e,Biometric,9,11,168,0,"Confluence,Email,VPN"
U0297,user,Sales,Bangalore,D0196,macOS Sonoma_Edge_d2091530,MFA,8,10,151,0,"CRM,Database,VPN"
U0298,user,Sales,Bangalore,D0700,Windows 11_Edge_e6d3e9b9,Password,8,10,172,0,"Finance DB,HR Portal,VPN,Internal Server"
U0299,user,IT,Bangalore,D0585,macOS Sonoma_Firefox_0900abb8,Password,9,11,120,0,"Email,GitHub,Jira,Internal Server"
U0300,user,Engineering,Pune,D0108,macOS Sonoma_Edge_82d0f41e,Password,10,12,128,0,"CRM,Jira,VPN,Database"
U0301,user,HR,Mumbai,D0463,Ubuntu 22.04_Brave_39ecddbe,MFA,8,10,154,0,"Email,Internal Server,Finance DB,Confluence"
U0302,user,Finance,Chennai,D0522,Windows 10_Chrome_eaf722f2,Biometric,8,10,177,0,"Confluence,Email"
U0303,user,HR,Bangalore,D0533,Windows 11_Edge_23404efb,Password,9,11,143,1,"Jira,CRM,Confluence,Database"
U0304,user,Support,Mumbai,D0101,macOS Sonoma_Edge_a1eb720e,MFA,8,10,113,1,"Jira,HR Portal,Database"
U0305,user,Finance,Mumbai,D0351,Ubuntu 22.04_Edge_263b65f7,Password,9,11,97,0,"Internal Server,GitHub,CRM"
U0306,user,Finance,Mumbai,D0626,Windows 10_Edge_94f67a11,Password,10,12,76,0,"Email,CRM"
U0307,service_account,Sales,Bangalore,D0334,Windows 10_Chrome_4492173c,MFA,9,11,96,0,"Email,GitHub,HR Portal,Finance DB"
U0308,user,Support,Bangalore,D0180,Windows 11_Edge_f269671f,Password,9,11,180,0,"Email,Internal Server"
U0309,edge_device,Marketing,Pune,D0305,macOS Sonoma_Chrome_83584f5e,Biometric,8,10,143,0,"HR Portal,Finance DB,CRM,GitHub"
U0310,user,Sales,Pune,D0350,macOS Sonoma_Chrome_0c5fbda1,MFA,10,12,71,0,"GitHub,Internal Server"
U0311,user,Engineering,Pune,D0150,Windows 10_Chrome_452072f0,MFA,8,10,80,0,"HR Portal,Jira"
U0312,user,Engineering,Chennai,D0125,Ubuntu 22.04_Brave_aa1461ad,MFA,9,11,180,0,"Email,Jira,Database,VPN"
U0313,user,Engineering,Pune,D0553,macOS Sonoma_Firefox_e77c1356,MFA,10,12,62,1,"Jira,Email,Confluence"
U0314,user,Sales,Mumbai,D0607,Windows 11_Firefox_8e751907,Biometric,8,10,103,0,"Internal Server,CRM"
U0315,user,Support,Bangalore,D0186,Windows 11_Firefox_56c25c77,Password,9,11,137,1,"GitHub,Finance DB,VPN"
U0316,user,Finance,Mumbai,D0429,macOS Sonoma_Firefox_d353a442,Biometric,8,10,138,1,"VPN,Internal Server,GitHub"
U0317,user,Finance,Hyderabad,D0507,Ubuntu 22.04_Chrome_694c811c,Password,9,11,106,0,"GitHub,Email,CRM,VPN"
U0318,user,Sales,Hyderabad,D0691,macOS Sonoma_Edge_85567bb1,Password,10,12,101,0,"Database,Internal Server"
U0319,service_account,Sales,Bangalore,D0345,macOS Sonoma_Brave_830c523b,Password,10,12,109,0,"HR Portal,Database,Jira"
U0320,user,Sales,Mumbai,D0646,Ubuntu 22.04_Brave_ac172b93,MFA,9,11,77,0,"Email,Confluence,Jira"
U0321,user,HR,Hyderabad,D0143,Ubuntu 22.04_Chrome_f22f7e19,Password,9,11,120,1,"Internal Server,Confluence,Jira,HR Portal"
U0322,user,Sales,Mumbai,D0142,macOS Sonoma_Chrome_10dfed3d,Biometric,10,12,107,1,"VPN,HR Portal,Confluence"
U0323,user,Support,Mumbai,D0394,macOS Sonoma_Firefox_70d7e132,MFA,10,12,167,0,"GitHub,CRM,Internal Server,HR Portal"
U0324,user,IT,Bangalore,D0321,Windows 11_Firefox_825b0df2,Password,8,10,112,0,"Database,VPN,HR Portal"
U0325,user,Marketing,Chennai,D0020,Ubuntu 22.04_Chrome_eaa0347c,Password,8,10,79,0,"Database,GitHub,Jira,HR Portal"
U0326,user,Finance,Chennai,D0173,Windows 10_Chrome_d2bf92bf,Password,8,10,156,0,"GitHub,CRM,Finance DB,Confluence"
U0327,user,Marketing,Mumbai,D0663,Ubuntu 22.04_Chrome_e226ff12,Password,9,11,116,1,"Internal Server,Email,VPN,Jira"
U0328,user,Finance,Chennai,D0313,Ubuntu 22.04_Firefox_fe254060,MFA,10,12,125,0,"Jira,HR Portal"
U0329,user,Finance,Chennai,D0652,Ubuntu 22.04_Brave_acf8515b,Password,10,12,164,0,"CRM,Confluence,GitHub,HR Portal"
U0330,user,Sales,Mumbai,D0013,Windows 10_Brave_7247ed01,Biometric,9,11,118,0,"VPN,Jira,HR Portal"
U0331,user,Marketing,Pune,D0306,Ubuntu 22.04_Brave_7cc60bc1,MFA,10,12,65,0,"Internal Server,GitHub"
U0332,user,Finance,Mumbai,D0026,Windows 10_Firefox_08544dba,Biometric,9,11,154,0,"Internal Server,CRM,GitHub"
U0333,user,Engineering,Pune,D0520,Windows 11_Edge_f7c0b970,Password,9,11,153,0,"Finance DB,Email"
U0334,user,Sales,Chennai,D0170,Windows 10_Edge_f4013c97,Biometric,9,11,165,1,"Finance DB,CRM"
U0335,user,Sales,Pune,D0481,Windows 10_Edge_990c5559,Password,8,10,170,0,"Email,GitHub"
U0336,user,Sales,Hyderabad,D0412,Ubuntu 22.04_Brave_e71b49a4,Biometric,9,11,164,0,"Database,CRM,Confluence,Email"
U0337,user,Support,Pune,D0246,macOS Sonoma_Brave_6cc29203,Password,9,11,115,1,"HR Portal,VPN"
U0338,user,IT,Pune,D0299,Windows 10_Firefox_7adfae31,Password,10,12,150,0,"Jira,Finance DB,HR Portal,Internal Server"
U0339,user,Engineering,Bangalore,D0435,Windows 11_Chrome_8929e308,MFA,9,11,70,0,"CRM,Finance DB,Jira"
U0340,user,HR,Bangalore,D0273,Windows 11_Brave_acfd3a14,MFA,8,10,156,0,"Jira,GitHub,Database,Email"
U0341,user,Engineering,Mumbai,D0155,Ubuntu 22.04_Firefox_9a9b8280,Password,9,11,70,1,"VPN,CRM,Internal Server"
U0342,user,Engineering,Bangalore,D0127,Ubuntu 22.04_Firefox_a0603fc7,MFA,8,10,60,0,"Database,Internal Server"
U0343,user,Engineering,Chennai,D0540,Windows 10_Firefox_47e17c4f,Biometric,10,12,72,1,"Internal Server,Database,GitHub"
U0344,user,Engineering,Mumbai,D0342,Windows 11_Edge_5c8be8e7,Password,9,11,132,0,"CRM,Confluence,VPN"
U0345,edge_device,IT,Hyderabad,D0288,Windows 11_Chrome_d3bd4526,Password,8,10,114,0,"Database,VPN,CRM"
U0346,user,Marketing,Chennai,D0114,Windows 11_Brave_80df45b1,Biometric,8,10,173,0,"Confluence,Database,Finance DB,CRM"
U0347,user,Marketing,Mumbai,D0368,macOS Sonoma_Edge_84940eb3,Password,9,11,71,0,"Finance DB,Jira,VPN"
U0348,user,Support,Chennai,D0174,Windows 10_Chrome_cb88e0a1,Password,10,12,85,0,"Email,HR Portal,Finance DB,VPN"
U0349,user,HR,Bangalore,D0356,Windows 10_Brave_806fe9a0,MFA,9,11,149,0,"HR Portal,CRM"
U0350,user,Engineering,Bangalore,D0058,macOS Sonoma_Edge_6a93bf51,MFA,8,10,87,0,"Confluence,Internal Server"
U0351,user,Finance,Pune,D0444,Windows 10_Chrome_fed10cfc,Biometric,8,10,123,0,"VPN,Finance DB"
U0352,user,Finance,Mumbai,D0223,Windows 11_Edge_c83a47f5,MFA,10,12,66,0,"Internal Server,Database,Confluence"
U0353,user,Support,Mumbai,D0281,Windows 10_Firefox_c2dbd85c,Password,10,12,137,0,"Internal Server,Finance DB,VPN,HR Portal"
U0354,user,HR,Hyderabad,D0018,macOS Sonoma_Firefox_1eeebd3d,MFA,8,10,144,0,"Confluence,GitHub"
U0355,service_account,Support,Mumbai,D0406,Ubuntu 22.04_Firefox_21f3443e,MFA,9,11,129,1,"Database,CRM,Jira,Confluence"
U0356,user,Sales,Bangalore,D0323,Ubuntu 22.04_Edge_b00e19ba,Biometric,9,11,104,0,"Internal Server,Confluence,Jira"
U0357,user,Sales,Pune,D0256,Windows 10_Firefox_74e5f522,MFA,10,12,149,0,"Email,Finance DB"
U0358,edge_device,IT,Hyderabad,D0418,Ubuntu 22.04_Chrome_c925203a,Biometric,9,11,125,1,"Database,CRM,Finance DB,Internal Server"
U0359,service_account,IT,Pune,D0671,Windows 11_Edge_98b6428f,Biometric,9,11,165,0,"Jira,Finance DB,GitHub,HR Portal"
U0360,user,Support,Bangalore,D0191,macOS Sonoma_Brave_1353979f,Password,9,11,61,1,"Internal Server,Confluence"
U0361,user,HR,Chennai,D0440,Windows 10_Brave_bf0eeefe,Password,8,10,126,0,"CRM,Jira,Finance DB"
U0362,user,HR,Pune,D0618,Windows 11_Edge_1e61fdba,Biometric,9,11,170,0,"CRM,Internal Server,Database"
U0363,user,HR,Pune,D0680,Windows 10_Chrome_a36ad171,Password,8,10,119,1,"Finance DB,HR Portal,Database,Internal Server"
U0364,user,IT,Bangalore,D0095,Windows 11_Brave_e34307d6,Password,8,10,146,0,"HR Portal,Jira,Database,Internal Server"
U0365,user,Finance,Hyderabad,D0181,Ubuntu 22.04_Firefox_0c65f76c,Biometric,10,12,64,0,"VPN,Confluence,Internal Server,CRM"
U0366,user,Finance,Pune,D0302,Ubuntu 22.04_Firefox_59228a67,Password,8,10,142,0,"GitHub,Jira,Email"
U0367,user,Marketing,Mumbai,D0643,Ubuntu 22.04_Edge_ab3b5824,MFA,9,11,161,0,"Internal Server,HR Portal"
U0368,user,Engineering,Pune,D0513,Windows 10_Firefox_f950dbe8,Password,10,12,114,1,"Database,Jira"
U0369,user,IT,Mumbai,D0644,Windows 11_Edge_9d956a47,Biometric,8,10,150,1,"Finance DB,GitHub,Confluence,Jira"
U0370,edge_device,HR,Chennai,D0452,Windows 10_Firefox_c2732d7b,Biometric,9,11,114,1,"Confluence,Database"
U0371,user,Finance,Mumbai,D0430,Ubuntu 22.04_Firefox_cf8c5597,Password,8,10,80,0,"GitHub,Finance DB,HR Portal,VPN"
U0372,user,Engineering,Pune,D0006,Ubuntu 22.04_Firefox_e5bfe1df,Biometric,10,12,169,0,"Confluence,Email"
U0373,user,HR,Bangalore,D0687,Windows 10_Firefox_987b5302,MFA,8,10,172,0,"Internal Server,Database,Confluence,Jira"
U0374,user,Marketing,Pune,D0046,Windows 10_Edge_5aebc901,Password,10,12,88,0,"Internal Server,Finance DB,CRM"
U0375,user,Sales,Pune,D0399,macOS Sonoma_Chrome_96cf5af4,Password,8,10,81,0,"Confluence,Jira,HR Portal"
U0376,user,Engineering,Bangalore,D0527,macOS Sonoma_Brave_e2059633,Password,8,10,84,0,"VPN,GitHub,CRM,Internal Server"
U0377,user,HR,Chennai,D0172,Windows 10_Edge_142f6dce,Biometric,8,10,140,1,"VPN,HR Portal,Database"
U0378,user,Support,Hyderabad,D0017,Ubuntu 22.04_Edge_8e4049a5,MFA,9,11,165,0,"GitHub,VPN,Database,Internal Server"
U0379,user,Sales,Hyderabad,D0049,Windows 11_Chrome_c3389be5,Password,10,12,176,1,"Confluence,VPN,Internal Server,Email"
U0380,user,Marketing,Hyderabad,D0677,Ubuntu 22.04_Firefox_b96e4ca3,MFA,8,10,146,0,"GitHub,Jira"
U0381,user,Engineering,Hyderabad,D0641,Windows 10_Edge_11c5d6a4,Password,9,11,165,0,"CRM,GitHub"
U0382,user,Sales,Bangalore,D0004,Windows 10_Brave_eba1dfe3,Biometric,8,10,139,1,"HR Portal,Confluence,Internal Server,CRM"
U0383,user,Finance,Bangalore,D0450,Windows 11_Brave_2fa6d9f2,MFA,9,11,178,0,"Email,GitHub,VPN,Internal Server"
U0384,edge_device,HR,Mumbai,D0413,Windows 10_Edge_17979bc2,Biometric,9,11,78,0,"CRM,Database"
U0385,user,IT,Mumbai,D0317,Ubuntu 22.04_Firefox_9589908b,MFA,9,11,79,0,"Jira,VPN,Confluence,GitHub"
U0386,user,Support,Pune,D0645,Windows 11_Edge_e193b5e1,Biometric,9,11,166,1,"Jira,HR Portal,Confluence"
U0387,user,HR,Bangalore,D0284,Ubuntu 22.04_Brave_f4f09581,Password,9,11,101,1,"Jira,Email,VPN"
U0388,service_account,Engineering,Pune,D0504,macOS Sonoma_Firefox_c1a7b2e0,MFA,8,10,135,0,"Jira,GitHub,VPN"
U0389,user,HR,Bangalore,D0286,macOS Sonoma_Brave_2ce633c4,MFA,10,12,114,0,"CRM,VPN,Email,GitHub"
U0390,service_account,Engineering,Hyderabad,D0679,macOS Sonoma_Firefox_437870ff,Password,8,10,86,1,"Internal Server,Jira"
U0391,user,Engineering,Pune,D0226,Ubuntu 22.04_Brave_692fd737,Password,9,11,154,1,"Jira,Finance DB,Email,CRM"
U0392,service_account,Marketing,Hyderabad,D0027,Windows 10_Chrome_05dfc47b,MFA,8,10,154,0,"VPN,GitHub"
U0393,user,Finance,Hyderabad,D0549,Windows 11_Firefox_9858f467,Biometric,8,10,135,0,"VPN,Internal Server"
U0394,user,HR,Hyderabad,D0264,Windows 11_Firefox_fd84f397,Biometric,10,12,131,0,"Database,Confluence,VPN,Jira"
U0395,user,Finance,Pune,D0051,Ubuntu 22.04_Brave_cd0ebfaf,Biometric,10,12,164,0,"Finance DB,Database,HR Portal"
U0396,user,IT,Bangalore,D0365,Windows 11_Edge_756834a3,Biometric,10,12,139,0,"Internal Server,Finance DB"
U0397,user,Support,Pune,D0230,Windows 10_Firefox_2418ad42,Password,10,12,112,0,"Internal Server,Jira,HR Portal"
U0398,user,Sales,Mumbai,D0038,Windows 10_Brave_e4fe2de8,Biometric,8,10,149,0,"Internal Server,Confluence,Email,VPN"
U0399,user,Marketing,Chennai,D0158,Windows 10_Firefox_a23a45c9,Biometric,10,12,88,0,"HR Portal,Internal Server,Finance DB,Jira"
U0400,user,Engineering,Chennai,D0238,macOS Sonoma_Firefox_d0a924b8,Biometric,9,11,180,0,"Finance DB,HR Portal"
U0401,user,Finance,Mumbai,D0672,Windows 11_Chrome_05520843,MFA,9,11,81,0,"Confluence,Jira,Internal Server,GitHub"
U0402,user,Engineering,Mumbai,D0375,Windows 10_Chrome_aba922ac,Password,9,11,137,1,"VPN,Jira,CRM"
U0403,user,Sales,Mumbai,D0371,Ubuntu 22.04_Edge_e1ab8993,Biometric,9,11,105,0,"VPN,HR Portal,Email,CRM"
U0404,service_account,Engineering,Pune,D0176,Windows 11_Edge_0eab356b,MFA,8,10,65,0,"Finance DB,Confluence"
U0405,edge_device,Sales,Chennai,D0604,macOS Sonoma_Edge_8c3d439c,Biometric,9,11,108,0,"Confluence,GitHub"
U0406,service_account,Engineering,Hyderabad,D0482,macOS Sonoma_Brave_e1229696,MFA,10,12,157,0,"Jira,Database,Internal Server,HR Portal"
U0407,user,Finance,Mumbai,D0515,macOS Sonoma_Brave_a6bf4d8e,MFA,8,10,101,1,"VPN,Jira,Internal Server,CRM"
U0408,user,IT,Pune,D0195,macOS Sonoma_Brave_c5778063,MFA,9,11,87,0,"VPN,GitHub,HR Portal"
U0409,user,Marketing,Mumbai,D0595,Windows 10_Chrome_d6d809d6,Password,10,12,97,0,"Database,VPN,Confluence,CRM"
U0410,user,Finance,Mumbai,D0603,Windows 11_Edge_5e2f94fd,MFA,9,11,132,0,"Internal Server,Database,Jira,Email"
U0411,user,Finance,Mumbai,D0426,Windows 10_Firefox_b2dca43b,Biometric,10,12,133,0,"Database,Jira"
U0412,user,HR,Bangalore,D0446,Ubuntu 22.04_Brave_5de64f69,MFA,8,10,134,0,"Database,Internal Server"
U0413,user,Marketing,Chennai,D0449,macOS Sonoma_Chrome_de7faccc,MFA,10,12,156,1,"CRM,GitHub"
U0414,user,Marketing,Pune,D0676,Windows 10_Chrome_7d124477,Password,9,11,91,0,"HR Portal,Finance DB"
U0415,user,IT,Bangalore,D0582,macOS Sonoma_Brave_a73138dc,Biometric,10,12,159,1,"CRM,HR Portal,Email,Internal Server"
